Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
alpsteinblick-gonten,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/alpsteinblick-gonten/,1142,3,1,0,,,,0,,27,0,20,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,,,,,0,,,,,
alshan-alpine,Asia,China,Inner Mongolia,http://www.skiresort.info/ski-resort/alshan-alpine/,1185,,,,,,0,0,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
alsovka-medenec,Europe,Czech Republic,Usti nad Labem Region (Ustecky kraj),http://www.skiresort.info/ski-resort/alsovka-medenec/,771,0.6,0.8,0,,,,0,,300,0,200,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
alta,North America,USA,Utah,http://www.skiresort.info/ski-resort/alta/,3215,29,46.4,40.6,,,0,,,104,0,54,US Dollar,4.3,4.7,3.7,,,,,,,,,,,,,,,,,0,0,,,,0
alta-badia,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/alta-badia/,2550,70,52,8,0,0,0,0,,54,38,0,European Euro,5,5,4,4,5,2,4,4,4,4,5,3,5,5,5,3,5,3,0,,,,,,
alta-sierra-shirley-meadows,North America,USA,California,http://www.skiresort.info/ski-resort/alta-sierra-shirley-meadows/,2160,1.3,0.2,0,,,,,,35,0,25,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
altastenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/altastenberg/,800,4.1,2.7,4.1,,,,0,0,25,20,16,European Euro,2,3,2,2,3,3,4,3,3,3,3,2,3,3,4,2,1,4,,,,,,,
alte-golfwiese-oberhof,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/alte-golfwiese-oberhof/,815,0.5,0,0,,,,,0,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
alte-reite-rosshaupten,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/alte-reite-rosshaupten/,890,0.5,0,0,,,,0,,9,0,6.5,European Euro,1.1,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
altenfeld,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/altenfeld/,710,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
altenseelbach,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),http://www.skiresort.info/ski-resort/altenseelbach/,342,0.2,0.2,0,,,,,,0,0,0,-,1,1,1,1,1,4,1,4,3,4,2,1,1,2,2,1,1,1,,0,,,,,
alter-garten-rietheim-weilheim,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/alter-garten-rietheim-weilheim/,733,0.1,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
altglashuette-baernau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/altglashuette-baernau/,900,2,0,0,,,,0,,0,0,0,-,1.3,1,1.3,,,,,,,,,,,,,,,,,0,,,,,
althuette-waldmuenchen,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/althuette-waldmuenchen/,809,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
altinoran-ankara,Asia,Turkey,Central Anatolia,http://www.skiresort.info/ski-resort/altinoran-ankara/,1010,0.1,0.2,0,,,0,,,0,0,0,-,1.1,1.1,3,,,,,,,,,,,,,,,,,,,,,,
alto-campoo,Europe,Spain,Cantabria,http://www.skiresort.info/ski-resort/alto-campoo/,2120,13.6,10.9,3.2,,,0,0,,30,0,19,European Euro,2.6,2.9,3,,,,,,,,,,,,,,,,,0,,,,,
alto-sangro-roccarasorivisondoli,Europe,Italy,Abruzzo,http://www.skiresort.info/ski-resort/alto-sangro-roccarasorivisondoli/,2141,37,32.6,20.9,,0,0,0,0,41,0,36,European Euro,3.9,4.2,3.6,,,,,,,,,,,,,,,,,0,0,,,,
altopiano-di-brentonico-polsasan-valentino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/altopiano-di-brentonico-polsasan-valentino/,1583,6.8,10.8,4.4,,,0,0,,34,0,27,European Euro,2.5,2.8,3.3,,,,,,,,,,,,,,,,,,0,,,,
altreichenau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/altreichenau/,800,1,0,0,,,,0,,0,0,0,-,1.3,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
alts-bandai,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/alts-bandai/,1282,,,,,,,,,4700,3500,2000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,0
alyeska-resort-girdwood,North America,USA,Alaska,http://www.skiresort.info/ski-resort/alyeska-resort-girdwood/,840,14,31,17,,,0,,,85,68,39,US Dollar,3.4,3.7,3.5,,,,,,,,,,,,,,,,0,,0,,,0,
alytaus,Europe,Lithuania,,http://www.skiresort.info/ski-resort/alytaus/,0,0.4,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
am-brande-hohegeiss-braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-brande-hohegeiss-braunlage/,642,1,0,0,,,,0,,22,0,0,European Euro,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-crux-vesser-suhl,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/am-crux-vesser-suhl/,700,0.2,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-grenzhang-tellerhaeuser-breitenbrunn,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-grenzhang-tellerhaeuser-breitenbrunn/,960,0.2,0,0,,,,,,7,0,4,European Euro,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-gruendelwald-joehstadt,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-gruendelwald-joehstadt/,821,0.9,0.3,0,,,,0,,12,0,9,European Euro,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0,,,,,
am-hainberg-olbernhau,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-hainberg-olbernhau/,602,0.5,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-hexenwaeldle-krauchenwies,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/am-hexenwaeldle-krauchenwies/,622,0.3,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-muehlberg-einsiedel-chemnitz,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-muehlberg-einsiedel-chemnitz/,460,0,0.2,0,,,,0,,8,0,4,European Euro,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-poppenberg-brilon,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-poppenberg-brilon/,605,0.6,0,0,,,,0,,13,0,9,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-richtergrund-massive-snowpark-hermsdorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-richtergrund-massive-snowpark-hermsdorf/,780,0.9,0,0,,,,0,,0,0,0,-,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-ried-farchant,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/am-ried-farchant/,772,0.6,0,0,,,,0,,12,0,7,European Euro,1,1,1,2,3,5,1,4,3,3,1,1,1,3,3,1,1,3,,,,,,,
am-ritter-gehlberg,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/am-ritter-gehlberg/,915,1,0,0,,,,,,18,0,12,European Euro,1.3,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-schiessberg-crottendorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-schiessberg-crottendorf/,790,0.6,0.4,0,,,,0,,10,0,6.5,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
am-tueppel-warstein,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-tueppel-warstein/,458,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-wasserturm-snow-fun-arena-dobel,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/am-wasserturm-snow-fun-arena-dobel/,710,0.1,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-wasserturm-stollbergerzgeb,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-wasserturm-stollbergerzgeb/,460,0.2,0,0,,,,0,,0,0,0,-,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-wolf-herdorf,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),http://www.skiresort.info/ski-resort/am-wolf-herdorf/,355,0,0.3,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
am-zickesberg-setzelbach-rasdorf,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/am-zickesberg-setzelbach-rasdorf/,432,0.5,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
am-zschopenberg-zschopau,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-zschopenberg-zschopau/,390,0.2,0.2,0,,,,,,11.5,0,7.5,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
amalka-suleczyno,Europe,Poland,Pomerania (Wojewodztwo pomorskie),http://www.skiresort.info/ski-resort/amalka-suleczyno/,203,0.8,0.3,0,,,,,,90,0,80,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
amden,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/amden/,1684,10,10,0,,,0,0,,35,0,22,Swiss Franc,2.5,2.5,2.5,,,,,,,,,,,,,,,,,0,,,,,
american-dream-meadowlands-east-rutherford,North America,USA,New Jersey,http://www.skiresort.info/ski-resort/american-dream-meadowlands-east-rutherford/,136,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,,,,,,
amihari,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/amihari/,1350,10,7,3,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
ammassalik,North America,Greenland,,http://www.skiresort.info/ski-resort/ammassalik/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
amneville-les-thermes-snowhall,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/amneville-les-thermes-snowhall/,280,0.7,0,0,,,,0,0,70,0,52,European Euro,1,2,1,5,3,5,2,3,1,3,3,3,1,3,5,1,3,1,,,,,,,
an-der-kniebreche-steinbach-hallenberg,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/an-der-kniebreche-steinbach-hallenberg/,680,0.7,0,0,,,,0,,0,0,0,-,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
ancelle,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/ancelle/,1850,16,12,2,,,0,0,,24.2,0,20.7,European Euro,2.8,3,2.3,,,,,,,,,,,,,,,,,,,,,,
ancrum-outdoor-centre,Europe,United Kingdom,Scotland,http://www.skiresort.info/ski-resort/ancrum-outdoor-centre/,97,0.1,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,
andes-tower-hills,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/andes-tower-hills/,494,2.2,1.6,0.2,,,,,,42,0,30,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
andreasberg-auerbacherzg,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/andreasberg-auerbacherzg/,600,0.4,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
angarskyy-pass,Europe,Ukraine,,http://www.skiresort.info/ski-resort/angarskyy-pass/,800,2,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
angel-fire,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/angel-fire/,3256,40,28,7,,,0,,0,73,63,53,US Dollar,3.7,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,
ani-mt-moriyoshi,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/ani-mt-moriyoshi/,1210,5.5,2.1,0,,0,0,,,3600,0,1500,Japanese Yen,2,2,4,,,,,,,,,,,,,,,,,,,,,,
anilio,Europe,Greece,Epirus,http://www.skiresort.info/ski-resort/anilio/,1850,1,5,0,,,0,0,,12,0,0,European Euro,1.7,1.7,2.6,,,,,,,,,,,,,,,,,0,,,,,
ankenesfjellet-ankenesstranda-narvik,Europe,Norway,Nordland,http://www.skiresort.info/ski-resort/ankenesfjellet-ankenesstranda-narvik/,300,1,1,0,,,,,,300,0,200,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
ankogel-mallnitz,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/ankogel-mallnitz/,2636,2.8,5,5,,,,0,0,46.5,24,24,European Euro,2,4,2,4,5,3,4,4,4,4,3,2,3,4,3,4,1,4,0,,,,,,
annaberg,Europe,Austria,Lower Austria (Niederosterreich),http://www.skiresort.info/ski-resort/annaberg/,1334,8,2.5,2,,,0,0,0,34.5,29.5,18,European Euro,2.1,2.4,2.7,,,,,,,,,,,,,,,,,0,,,,,
annaberg-andelska-hora,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/annaberg-andelska-hora/,861,0.9,0.6,0,,,,0,0,360,0,260,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
annaberg-sucha-rudna,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/annaberg-sucha-rudna/,761,1.1,0.4,0,,,,0,,350,0,220,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
annerlbauerlifte-krieglach,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/annerlbauerlifte-krieglach/,970,0.5,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
antagnod,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/antagnod/,2307,10.5,4,0.5,,,0,,,27,24,19,European Euro,2.3,2.5,4.4,,,,,,,,,,,,,,,,,,0,,,,
antalya-planned,Asia,Turkey,,http://www.skiresort.info/ski-resort/antalya-planned/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
antelope-butte,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/antelope-butte/,2865,4,10,6,,,,,,30,25,15,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
antermoia-san-martin-de-tor,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/antermoia-san-martin-de-tor/,1696,0.7,0,0,,,,0,,0,0,0,-,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
anthony-lakes-mountain-resort,North America,USA,Oregon,http://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,2438,2,3.8,4.2,,,0,,,35,29,21,US Dollar,2,2.3,2.9,,,,,,,,,,,,,,,,,0,0,,,,0
antillanca,South America,Chile,Los Lagos,http://www.skiresort.info/ski-resort/antillanca/,1540,13.7,4.6,3.7,,,0,0,,32000,0,15000,Chiliean Peso,2.6,2.9,2.2,,,,,,,,,,,,,,,,,,,,,,
antoine-mountain,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/antoine-mountain/,362,4,4,3,,,0,,,56,0,43,Canadian Dollar,2.1,2.5,2.9,,,,,,,,,,,,,,,,,0,,,,,
antoni-fridingen-an-der-donau,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/antoni-fridingen-an-der-donau/,680,0.5,0.4,0.1,,,,0,,9,0,6,European Euro,1.3,1.6,1.3,,,,,,,,,,,,,,,,,0,,,,,
antuco-ski-center,South America,Chile,Bio Bio,http://www.skiresort.info/ski-resort/antuco-ski-center/,1850,3,4,2,,,,,,23000,0,20000,Chiliean Peso,,,,,,,,,,,,,,,,,,,,,,,,,
anzere,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/anzere/,2420,12,37,9,,0,0,0,,52,35,32,Swiss Franc,3.3,3.6,3.7,,,,,,,,,,,,,,,,,,0,,,,
aomori-spring,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/aomori-spring/,921,11,7,2,,0,0,,,0,0,0,-,2.5,2.8,4,,,,,,,,,,,,,,,,,,,,,,
apa-resort-myoko-pine-valley,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/apa-resort-myoko-pine-valley/,945,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
apache,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/apache/,3475,12,18,25,,0,0,,,56,49,40,US Dollar,3.3,3.6,3.4,,,,,,,,,,,,,,,,,0,,,,,
apex-resort,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/apex-resort/,2180,8,33,26,,,0,0,,78,64,48,Canadian Dollar,3.5,3.8,3.6,,,,,,,,,,,,,,,,,,,,,,
appalachian-ski-mountain,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/appalachian-ski-mountain/,1219,2,2.5,0.5,,,,,,61,0,42,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,
appi-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/appi-kogen/,1328,13.6,18,13.5,,0,0,0,,5600,0,3300,Japanese Yen,3.1,3.5,3.8,,,,,,,,,,,,,,,,,,,,,,
apple-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/apple-mountain/,244,0.8,0.8,0.4,,,,,,35,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
aprica,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/aprica/,2270,28.3,14,7.7,,0,0,0,,39,30,25,European Euro,3.3,3.6,3.9,,,,,,,,,,,,,,,,,,0,,,,
apussuit-maniitsoq,North America,Greenland,,http://www.skiresort.info/ski-resort/apussuit-maniitsoq/,1100,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0
arabba,Europe,Italy,Venetia (Veneto),http://www.skiresort.info/ski-resort/arabba/,2478,32,22,8,,0,0,0,,50,0,35,European Euro,5,5,4,4,5,2,4,4,3,3,4,3,4,3,3,4,2,1,0,,0,,,,
arabichl-kirchberg-am-wechsel,Europe,Austria,Lower Austria (Niederosterreich),http://www.skiresort.info/ski-resort/arabichl-kirchberg-am-wechsel/,1593,2,0,0,,,,,,16,0,13,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
arai-funaokayama,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/arai-funaokayama/,1280,,,,,,,,,2400,0,0,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
arapahoe-basin,North America,USA,Colorado,http://www.skiresort.info/ski-resort/arapahoe-basin/,3790,40,25,40,,,0,,,100,85,52,US Dollar,3,5,3,5,4,4,4,4,4,4,3,2,1,3,3,5,5,1,,,0,,,,
araragi-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/araragi-kogen/,1305,1.2,0.3,0,,,0,,,3500,0,2300,Japanese Yen,1.3,1.3,3,,,,,,,,,,,,,,,,,,0,,,,
arashiyamashimin,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/arashiyamashimin/,0,,,,,,,,,2000,0,0,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
arber,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/arber/,1456,4.5,4,3,,0,0,0,0,33,31,25,European Euro,2,3,4,4,4,3,4,5,4,4,4,3,2,5,5,3,3,4,,,,,,,
arcalis-ordino-vallnord,Europe,Andorra,,http://www.skiresort.info/ski-resort/arcalis-ordino-vallnord/,2625,13,14,3,,,0,0,,37.9,0,30.9,European Euro,3,4,4,5,4,2,4,4,4,4,3,2,1,4,4,5,3,1,,0,0,,,0,
archamps,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/archamps/,1290,0.8,0,0,,,,0,,0,0,0,-,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
archanjelsk,Europe,Russia,,http://www.skiresort.info/ski-resort/archanjelsk/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
archenstadel-rinn,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/archenstadel-rinn/,1004,1,0,0,,,,0,0,14,0,9.5,European Euro,1,1,1,3,4,5,1,4,3,4,2,1,1,4,4,1,3,3,,,,,,,
ardahan-yalnizcam,Asia,Turkey,Eastern Anatolia,http://www.skiresort.info/ski-resort/ardahan-yalnizcam/,2550,2.5,2.5,0,,,0,0,,0,0,0,-,1.8,1.8,3.7,,,,,,,,,,,,,,,,,,,,,,
ardakan-far,Asia,Iran,,http://www.skiresort.info/ski-resort/ardakan-far/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
ardez,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/ardez/,1510,0.3,0,0,,,,,,16,0,10,Swiss Franc,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
areches-beaufort,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/areches-beaufort/,2300,15,20,15,,,0,0,,29.7,25.5,25.5,European Euro,3.3,3.7,3.2,,,,,,,,,,,,,,,,,,0,,,,
arena-overoeye-stordal,Europe,Norway,Western Norway (Vestlandet),http://www.skiresort.info/ski-resort/arena-overoeye-stordal/,800,5,2,1,,,,,0,355,0,280,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
arena-platos,Europe,Romania,Sibiu,http://www.skiresort.info/ski-resort/arena-platos/,1442,2.6,0,0,,,0,0,,83,78,63,Romanian leu,1.3,1,2,,,,,,,,,,,,,,,,,0,,,,,
arft,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),http://www.skiresort.info/ski-resort/arft/,620,0.5,0.5,0,,,,,,9,0,7,European Euro,1.3,1.3,1,,,,,,,,,,,,,,,,,0,,,,,
argental-weitnau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/argental-weitnau/,920,1,0,0,,,,0,,14,0,12,European Euro,1.3,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
argentera,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/argentera/,2480,13,10,2,,,0,0,,22,0,17,European Euro,2.6,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,
arieseni-vartop,Europe,Romania,Bihor,http://www.skiresort.info/ski-resort/arieseni-vartop/,1140,2.2,2.4,1.1,,,0,0,,0,0,0,-,1.7,2,3.3,,,,,,,,,,,,,,,,,,,,,,
arioso-sasso-di-castalda,Europe,Italy,Basilicata,http://www.skiresort.info/ski-resort/arioso-sasso-di-castalda/,1700,0.8,1.3,0.5,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
arizona-snowbowl,North America,USA,Arizona,http://www.skiresort.info/ski-resort/arizona-snowbowl/,3505,12,14,11,,,0,,,89,75,55,US Dollar,2.9,3.3,3.3,,,,,,,,,,,,,,,,,,0,,,,
arkhyz,Russia,North Caucasus,,http://www.skiresort.info/ski-resort/arkhyz/,2240,2.4,1.8,0,,0,0,,,0,0,0,-,1.6,1.6,4.4,,,,,,,,,,,,,,,,,,,,,,
arlamow,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),http://www.skiresort.info/ski-resort/arlamow/,580,1.1,0.5,0,,,,0,,70,0,0,Polish zloty,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
arnoldstein-dreilaendereck,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/arnoldstein-dreilaendereck/,1600,5.7,7.6,3.7,,,0,0,,35.5,33,19.5,European Euro,2.4,2.7,3.9,,,,,,,,,,,,,,,,,0,,,,,
arnreit,Europe,Austria,Upper Austria (Oberosterreich),http://www.skiresort.info/ski-resort/arnreit/,570,0.5,0,0,,,,0,,9,0,7,European Euro,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
arnsberg,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/arnsberg/,843,5.5,4,0,,,,0,,17,0,13,European Euro,2,2,1.5,,,,,,,,,,,,,,,,,0,,,,,
arolla,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/arolla/,2980,20,18,9,,,,0,,39,0,26,Swiss Franc,3.1,3.4,1.5,,,,,,,,,,,,,,,,,,,,,,
arosa-lenzerheide,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/arosa-lenzerheide/,2865,111,87,27,,0,0,0,0,75,50,25,Swiss Franc,5,5,4,5,5,3,4,5,4,4,5,4,5,5,5,5,5,4,0,,0,,,,
arpa-snowcats-los-andes,South America,Chile,Valparaiso,http://www.skiresort.info/ski-resort/arpa-snowcats-los-andes/,3740,,,,,,,,,375,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,0
arrakis-zacler-prkenny-dul,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/arrakis-zacler-prkenny-dul/,830,4,0.5,0.5,,,,,,430,0,340,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
arralifts-harmanschlag-st-martin,Europe,Austria,Lower Austria (Niederosterreich),http://www.skiresort.info/ski-resort/arralifts-harmanschlag-st-martin/,860,2,2,0,,,,0,,19.5,0,16,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
art-ski-bielice,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/art-ski-bielice/,803,2,0.4,0.1,,,,,,50,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
artouste,Europe,France,New Aquitaine (Nouvelle-Aquitaine),http://www.skiresort.info/ski-resort/artouste/,2100,8,15,4,,0,0,0,,27.5,0,23.5,European Euro,2.7,3,3.3,,,,,,,,,,,,,,,,,,0,,,,
