Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
sugar-bowl,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sugar-bowl/,2555,15.3,40.5,34.2,,0,0,0,,115,94,66,US Dollar,3.8,4.1,3.7,,,,,,,,,,,,,,,,,,0,,,,
sugar-mountain,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/sugar-mountain/,1589,4,7,3,,,0,,,72,0,49,US Dollar,2.2,2.5,3.7,,,,,,,,,,,,,,,,,0,0,0,,,
sugarbush,North America,USA,Vermont,http://www.skiresort.info/ski-resort/sugarbush/,1240,17,40,30,,,0,,,97,0,77,US Dollar,3.9,4.2,3.7,,,,,,,,,,,,,,,,,,0,,,,
sugarloaf,North America,USA,Maine,http://www.skiresort.info/ski-resort/sugarloaf/,1286,28,40,51,,,0,0,,95,79,69,US Dollar,4.3,4.6,3.4,,,,,,,,,,,,,,,,,,0,,,,
sugarloaf-provincial-park,North America,Canada,New Brunswick,http://www.skiresort.info/ski-resort/sugarloaf-provincial-park/,197,2.5,5,2.5,,,,,,30,0,25,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
sugas-bai,Europe,Romania,Covasna,http://www.skiresort.info/ski-resort/sugas-bai/,930,0.6,0.2,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sugo,Europe,Romania,,http://www.skiresort.info/ski-resort/sugo/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
suhara-ski-resort,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/suhara-ski-resort/,548,2.7,2.8,0.6,,,0,,,3600,3100,2700,Japanese Yen,1.7,2,3.9,,,,,,,,,,,,,,,,,,,,,,
suicide-six,North America,USA,Vermont,http://www.skiresort.info/ski-resort/suicide-six/,411,3.5,4,3,,,0,0,,68,0,50,US Dollar,2,2.4,3,,,,,,,,,,,,,,,,,,,,,,
suior,Europe,Romania,Maramures,http://www.skiresort.info/ski-resort/suior/,971,0.1,3.6,0,,,0,,,160,0,80,Romanian leu,1.5,1.5,3,,,,,,,,,,,,,,,,,,,,,,
suishozan-kazuno,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/suishozan-kazuno/,419,1,0.5,0,,,0,,,0,0,0,-,1.3,1.3,3,,,,,,,,,,,,,,,,,,,,,,
sulden-am-ortler-solda-allortles,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/sulden-am-ortler-solda-allortles/,3250,17,13,14,,0,0,0,0,41,40,25.5,European Euro,3,4,4,5,4,2,3,4,4,4,4,3,3,4,4,4,3,3,0,,0,,,,
sulow,Europe,Poland,,http://www.skiresort.info/ski-resort/sulow/,0,0.4,0,0,,,,,,60,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
suluu-tor,Asia,Kyrgyzstan,,http://www.skiresort.info/ski-resort/suluu-tor/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sulzberg-oberthannen,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/sulzberg-oberthannen/,880,1,0,0,,,,0,,0,0,0,-,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
sulzberglift-hammer-siegsdorf,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/sulzberglift-hammer-siegsdorf/,772,0.5,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
summit-indoor-adventure-selby,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/summit-indoor-adventure-selby/,9,0.1,0,0,,,,,,20,0,0,UK Pound,1,1,1,,,,,,,,,,,,,,,,,,,,,,
summit-lake-nakusp,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/summit-lake-nakusp/,920,1.5,0.5,0,,,,,,30,24,20,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
summit-ski-area-at-mt-hood,North America,USA,Oregon,http://www.skiresort.info/ski-resort/summit-ski-area-at-mt-hood/,1312,2,2,0,,,0,,,30,0,20,US Dollar,1.5,1.5,3,,,,,,,,,,,,,,,,,,,,,,
sumuleu,Europe,Romania,,http://www.skiresort.info/ski-resort/sumuleu/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sun-alpina-aokiko,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-alpina-aokiko/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sun-alpina-kashimayari,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-alpina-kashimayari/,1550,7.1,6.4,2.4,,,0,,,3800,0,2000,Japanese Yen,2.3,2.6,3,,,,,,,,,,,,,,,,,,,,,,
sun-alpina-sanosaka,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-alpina-sanosaka/,1200,4,4,2,,,,,,4000,0,1500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
sun-marina-tamaniwa-ski-park,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-marina-tamaniwa-ski-park/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sun-meadows,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-meadows/,1900,3,4,1,,,,,,4500,0,3500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
sun-mountain-yabuli,Asia,China,Heilongjiang,http://www.skiresort.info/ski-resort/sun-mountain-yabuli/,1375,3,19,13,,0,0,,,0,0,0,-,2.9,3.1,4.5,,,,,,,,,,,,,,,,,,,0,,,
sun-peaks,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/sun-peaks/,2082,13.5,78,43.5,,,0,0,0,95,76,48,Canadian Dollar,4,5,4,5,4,3,5,4,4,5,4,3,5,4,5,5,5,4,,,,,,,
sun-valley-resort,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/sun-valley-resort/,1564,0.4,0.8,0.6,,,0,,,5000,4200,2500,Japanese Yen,1.3,1.6,3.6,,,,,,,,,,,,,,,,,,,,,,
sunagawa-shimin,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/sunagawa-shimin/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sunburst,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/sunburst/,357,0.5,1.5,1,,,0,,,42,0,25,US Dollar,1.5,1.8,2.6,,,,,,,,,,,,,,,,,0,,,,,
sundance,North America,USA,Utah,http://www.skiresort.info/ski-resort/sundance/,2515,15,20,9,,,0,,,70,0,43,US Dollar,3,3.3,3,,,,,,,,,,,,,,,,,0,,,,,
sunday-peaks,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/sunday-peaks/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sunday-river,North America,USA,Maine,http://www.skiresort.info/ski-resort/sunday-river/,957,30,40,14,,,0,,0,105,79,69,US Dollar,3.8,4.1,3.6,,,,,,,,,,,,,,,,,,,0,,,
sundown,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/sundown/,330,2.7,1.4,1.7,,,,,0,60,52,18,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
sundown-mountain-resort,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sundown-mountain-resort/,350,1.3,1.6,0.3,,,,,,45,0,35,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,
sundsvall-sidsjoebacken,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/sundsvall-sidsjoebacken/,167,1.3,0.5,0,,,,0,,150,0,100,Swedish krona,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
sundsvall-soedra-berget,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/sundsvall-soedra-berget/,243,0.7,0.5,0.1,,,,0,,150,0,120,Swedish krona,1.3,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
sunlight-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/sunlight-mountain/,3015,4,11,5,,,0,,,63,0,45,US Dollar,2.5,2.8,3,,,,,,,,,,,,,,,,,,0,,,,
sunnbueel-kandersteg,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/sunnbueel-kandersteg/,1936,2,2,2,,,,0,,35,0,24,Swiss Franc,1.8,2.2,2.4,,,,,,,,,,,,,,,,0,0,,,,,
sunne,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/sunne/,390,5,2,2,,,,,,320,0,260,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
sunnmoersalpane-skiarena-fjellseter,Europe,Norway,Western Norway (Vestlandet),http://www.skiresort.info/ski-resort/sunnmoersalpane-skiarena-fjellseter/,877,8,6,4,,,,,,360,0,280,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
sunridge,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/sunridge/,673,0.5,0.4,0.7,,,0,,,38,36,21,Canadian Dollar,1.3,1.7,2.9,,,,,,,,,,,,,,,,,0,0,,,,
sunrise-park,North America,USA,Arizona,http://www.skiresort.info/ski-resort/sunrise-park/,3330,,,,,,,,,71,59,44,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-ski-area,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sunset-ski-area/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sunshine-village,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/sunshine-village/,2730,25,50,34,,0,0,,,109,85,42,Canadian Dollar,4,5,4,4,4,4,4,4,4,5,4,3,2,4,5,5,5,1,,,0,,,,
suomu,Europe,Finland,Northern Finland,http://www.skiresort.info/ski-resort/suomu/,410,5,6,2,,,,0,,35,30,23,European Euro,2.2,2.5,1.5,,,,,,,,,,,,,,,,,0,,,,,
super-sauze,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/super-sauze/,2450,35,20,10,,,0,0,,29.5,29.5,23.5,European Euro,3.6,3.9,2.7,,,,,,,,,,,,,,,,,,,,,,
superbesse-puy-de-sancy,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/superbesse-puy-de-sancy/,1850,30,9,4,,0,0,0,,32.5,26.8,22.8,European Euro,3,3.2,3,,,,,,,,,,,,,,,,,0,,,,,
sureanu,Europe,Romania,Alba,http://www.skiresort.info/ski-resort/sureanu/,2010,2.3,8.2,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
suusamir-too-ashu-pass,Asia,Kyrgyzstan,Chuy,http://www.skiresort.info/ski-resort/suusamir-too-ashu-pass/,2930,2,5,0,,,0,0,,0,0,0,-,1.9,1.9,2.6,,,,,,,,,,,,,,,,,,,,,,
suzuran-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/suzuran-kogen/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
svanstein,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/svanstein/,320,5,1,2,,,,,,320,0,240,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
svarstad,Europe,Norway,Vestfold,http://www.skiresort.info/ski-resort/svarstad/,420,6,1,2,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
svata-anna,Europe,Czech Republic,Vysocina Region (Kraj Vysocina),http://www.skiresort.info/ski-resort/svata-anna/,530,0.5,0.3,0,,,,,,150,0,0,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
svedjebacken,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/svedjebacken/,370,1.5,0.5,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
sveitsin-hiihtokeskus-hyvinkaeae,Europe,Finland,Southern Finland (Etela-Suomi),http://www.skiresort.info/ski-resort/sveitsin-hiihtokeskus-hyvinkaeae/,119,1.5,0.5,0,,,,0,,28,0,25,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
svinec,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/svinec/,510,0.3,0,0,,,,,,350,0,250,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
sviscaki,Europe,Slovenia,Primorsko-notranjska,http://www.skiresort.info/ski-resort/sviscaki/,1330,0.4,1.2,0.4,,,,0,,15,12,10,European Euro,1.3,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,
svoboda-nad-upou,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/svoboda-nad-upou/,605,1.1,0,0,,,,0,,370,310,250,Czech koruna,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
svratka,Europe,Czech Republic,Vysocina Region (Kraj Vysocina),http://www.skiresort.info/ski-resort/svratka/,742,0.5,0,0,,,,,,350,0,0,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
svycarska-bouda-abertamy,Europe,Czech Republic,Karlovy Vary Region (Karlovarsky kraj),http://www.skiresort.info/ski-resort/svycarska-bouda-abertamy/,990,1.2,0,0,,,,0,,200,0,180,Czech koruna,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
swadlincote-ski-snowboard-centre,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/swadlincote-ski-snowboard-centre/,131,0.2,0,0,,,,0,,15.5,0,11.5,UK Pound,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
swain,North America,USA,New York,http://www.skiresort.info/ski-resort/swain/,600,3,4.2,3.7,,,0,,,54,0,44,US Dollar,2,2.4,2.9,,,,,,,,,,,,,,,,,0,0,,,,
swieradow-zdroj,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/swieradow-zdroj/,1060,0.8,1.7,0,,0,,0,,120,0,110,Polish zloty,1.3,1.3,4.5,,,,,,,,,,,,,,,,,,,,,,
swieta-gora-lubawka,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/swieta-gora-lubawka/,701,2.3,0.7,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
swinghill-solvalla-espoo,Europe,Finland,Southern Finland (Etela-Suomi),http://www.skiresort.info/ski-resort/swinghill-solvalla-espoo/,115,0.6,0.3,0,,,,,,27,0,23,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
swiss-valley,North America,USA,Michigan,http://www.skiresort.info/ski-resort/swiss-valley/,360,0.4,1.1,0.3,,,,,,42,0,30,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
synevir,Europe,Ukraine,,http://www.skiresort.info/ski-resort/synevir/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
synot-kycerka,Europe,Czech Republic,Zlin Region (Zlinsky kraj),http://www.skiresort.info/ski-resort/synot-kycerka/,800,1.3,1.1,0,,,,,0,390,0,290,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
sysendalen-eidfjord,Europe,Norway,Western Norway (Vestlandet),http://www.skiresort.info/ski-resort/sysendalen-eidfjord/,1056,1,0,0,,,,0,,330,0,270,Norwegian krone,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
szance-koniakow,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/szance-koniakow/,750,0.4,0,0,,,,,,40,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
szczecinska-gubalowka-szczecin,Europe,Poland,West Pomerania (Wojewodztwo zachodniopomorskie),http://www.skiresort.info/ski-resort/szczecinska-gubalowka-szczecin/,110,0.3,0.2,0.2,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
szczyrk-mountain-resort,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/szczyrk-mountain-resort/,1257,22.4,9.8,4.4,,0,0,0,0,99,79,69,Polish zloty,3,3,5,4,5,4,4,5,4,5,3,3,3,3,4,2,1,1,,,,,,,
szelment,Europe,Poland,Podlaskie (Wojewodztwo podlaskie),http://www.skiresort.info/ski-resort/szelment/,256,1.4,1.2,0.9,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
szilvasvarad,Europe,Hungary,Northern Hungary (Eszak-Magyarorszag),http://www.skiresort.info/ski-resort/szilvasvarad/,393,1,0,0,,,,0,,1000,0,0,Hungarian forint,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
szklana-gora-harbutowice,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/szklana-gora-harbutowice/,560,0,1,0,,,0,,,0,0,0,-,1.3,1,3,,,,,,,,,,,,,,,,,,,,,,
szklarska-poreba-szrenica,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/szklarska-poreba-szrenica/,1362,3.3,6.7,2,,,0,0,,99,79,59,Polish zloty,2.2,2.5,3.2,,,,,,,,,,,,,,,,,,,,,,
szopowe,Europe,Poland,Lublin (Wojewodztwo lubelskie),http://www.skiresort.info/ski-resort/szopowe/,310,0.6,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
szus-koniakow,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/szus-koniakow/,720,0.7,0.5,0,,,,0,,35,0,0,Polish zloty,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
szwajcaria-baltowska,Europe,Poland,Holy Cross (Wojewodztwo swietokrzyskie),http://www.skiresort.info/ski-resort/szwajcaria-baltowska/,215,2.5,0,0,,,0,0,,80,0,0,Polish zloty,1.3,1,2.4,,,,,,,,,,,,,,,,,0,,,,,
szymkowka,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/szymkowka/,1020,0.8,0.4,0,,,,0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
szymoszkowa,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/szymoszkowa/,1126,2,2,0,,,0,,0,100,0,95,Polish zloty,1,2,4,4,5,3,1,4,3,4,3,3,3,2,3,1,1,1,,,,,,,
szyndzielnia-bielsko-biala,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/szyndzielnia-bielsko-biala/,1100,0.5,2,0,,0,,0,,0,0,0,-,1.4,1.4,4.3,,,,,,,,,,,,,,,,,,,,,,
taasjoeberget,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/taasjoeberget/,600,1.5,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
table-mountain,North America,Canada,Saskatchewan,http://www.skiresort.info/ski-resort/table-mountain/,600,4,5,1,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tabor-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/tabor-mountain/,1040,4,8,4,,,,,,42,30,25,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
tadami,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tadami/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
taele-messstetten,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/taele-messstetten/,910,0.6,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
taennaeskroeket,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/taennaeskroeket/,980,4,5,1,,,,,,310,0,270,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
taenndalen,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/taenndalen/,1038,20,15,3,,,0,0,,390,0,310,Swedish krona,2.8,3,2.6,,,,,,,,,,,,,,,,,,0,,,,
taenndalsvallen,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/taenndalsvallen/,871,1.5,0,0,,,,0,,0,0,0,-,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
taennicht-sohland-an-der-spree,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/taennicht-sohland-an-der-spree/,450,0.4,0.2,0,,,,,,0,0,0,-,1.2,1.2,1,,,,,,,,,,,,,,,,,0,,,,,
taernaby,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/taernaby/,789,10,4,6,,,0,0,,410,0,330,Swedish krona,2.4,2.7,2.2,,,,,,,,,,,,,,,,,,,,,,
taesch,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/taesch/,1500,0.5,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
tahko,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),http://www.skiresort.info/ski-resort/tahko/,284,10,8,2,,,,,,39,0,26,European Euro,,,,,,,,,,,,,,,,,,,,,0,,,,
taiheizan-opus,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/taiheizan-opus/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tainai,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tainai/,701,5.5,5.6,0.8,,,,,,3800,0,3000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,0,,,,
taira-mura,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/taira-mura/,933,1,2.5,1.5,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
taisten-tesido,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/taisten-tesido/,1395,0.8,0,0,,,,0,,17,11,8,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
taivalvaara,Europe,Finland,Northern Finland,http://www.skiresort.info/ski-resort/taivalvaara/,261,2.2,0.5,0.2,,,,,,23,0,19,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
taiyuan-caiwei,Asia,China,,http://www.skiresort.info/ski-resort/taiyuan-caiwei/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
taiziling,Asia,China,Sichuan,http://www.skiresort.info/ski-resort/taiziling/,2968,1.2,0,2.7,,,0,,,0,0,0,-,1.5,1.5,3,,,,,,,,,,,,,,,,,,0,,,,
tajima-bokujo-koen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tajima-bokujo-koen/,560,1.2,0.4,0.4,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tajov,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),http://www.skiresort.info/ski-resort/tajov/,640,1,0,0,,,,0,,0,0,0,-,1.3,1,1.5,,,,,,,,,,,,,,,,,0,,,,,
takamagahara-mammoth,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/takamagahara-mammoth/,1905,,,,,,0,,,5000,4200,2500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
takanbo,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/takanbo/,720,1.5,1.5,0,,,0,,,3000,0,2500,Japanese Yen,1.5,1.5,3,,,,,,,,,,,,,,,,,,,,,,
takano-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/takano-kogen/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
takaobara,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/takaobara/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
takasu-snow-park,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/takasu-snow-park/,1550,10.8,7,6.2,,0,0,,,4900,0,2000,Japanese Yen,2.6,3,4.3,,,,,,,,,,,,,,,,,,,,,,
takino-snowpark,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/takino-snowpark/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
takinouecho-sakuragaoka,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/takinouecho-sakuragaoka/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
talas-oblasty,Asia,Kyrgyzstan,,http://www.skiresort.info/ski-resort/talas-oblasty/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
talblick-mitteltal-baiersbronn,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/talblick-mitteltal-baiersbronn/,701,0,0.4,0,,,,0,,18,18,14,European Euro,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
tale,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),http://www.skiresort.info/ski-resort/tale/,870,0.4,2,0.4,,,,0,,17,14,9,European Euro,1.3,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,
tallington-lakes,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/tallington-lakes/,17,0.1,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
talma,Europe,Finland,Southern Finland (Etela-Suomi),http://www.skiresort.info/ski-resort/talma/,63,0.5,0.3,0,,,,,,30,0,27,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
tamarack-resort,North America,USA,Idaho,http://www.skiresort.info/ski-resort/tamarack-resort/,2347,12,20,10,,,0,0,,69,44,30,US Dollar,3,3.3,4,,,,,,,,,,,,,,,,,,0,,,,
tamworth-snowdome,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/tamworth-snowdome/,86,0.2,0,0,,,,,,69,0,59,UK Pound,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
tanbara-ski-park,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tanbara-ski-park/,1550,3.5,4.5,2,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
tandaadalenhundfjaellet-saelen,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/tandaadalenhundfjaellet-saelen/,872,18,15,12,,,0,0,0,400,0,320,Swedish krona,3,3,3,5,4,3,4,4,4,4,4,4,4,5,5,3,5,4,,,,,,,
tannenberglift-immenreuth,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/tannenberglift-immenreuth/,640,0.9,0,0,,,,0,,21,0,15,European Euro,1.2,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
tannenomori-okojo,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/tannenomori-okojo/,1790,1.7,0.3,0,,,0,,,5000,4200,2500,Japanese Yen,1.3,1.3,3,,,,,,,,,,,,,,,,,,,,,,
